INTKEY,STRINGKEY,INTNUM,STRINGNUM,FLOATNUM,LONGNUM,DOUBLENUM,BYTENUM,DATEVALUE,TIMEVALUE,TIMESTAMPVALUE,BOOLEANVALUE,CHARVALUE,SHORTVALUE,BIGINTEGERVALUE,BIGDECIMALVALUE,objectvalue
5280,5280,,281,281.0,281,281.0,52,2014-06-16,01:00:00,2000-01-01 01:28:00.0,true,0,-27488,281,281,281
5281,5281,282,,282.0,282,282.0,53,2014-06-17,02:00:00,2000-01-01 01:28:01.0,false,1,-27487,282,282,282
5282,5282,283,283,,283,283.0,54,2014-06-18,03:00:00,2000-01-01 01:28:02.0,true,0,-27486,283,283,283
5283,5283,284,284,284.0,,284.0,55,2014-06-19,04:00:00,2000-01-01 01:28:03.0,false,1,-27485,284,284,284
5284,5284,285,285,285.0,285,,56,2014-06-20,05:00:00,2000-01-01 01:28:04.0,true,0,-27484,285,285,285
5285,5285,286,286,286.0,286,286.0,,2014-06-21,06:00:00,2000-01-01 01:28:05.0,false,1,-27483,286,286,286
5286,5286,287,287,287.0,287,287.0,58,,07:00:00,2000-01-01 01:28:06.0,true,0,-27482,287,287,287
5287,5287,288,288,288.0,288,288.0,59,2014-06-23,,2000-01-01 01:28:07.0,false,1,-27481,288,288,288
5288,5288,289,289,289.0,289,289.0,60,2014-06-24,09:00:00,,true,0,-27480,289,289,289
5289,5289,290,290,290.0,290,290.0,61,2014-06-25,10:00:00,2000-01-01 01:28:09.0,false,1,-27479,290,290,290
5290,5290,291,291,291.0,291,291.0,62,2014-06-26,11:00:00,2000-01-01 01:28:10.0,true,,-27478,291,291,291
5291,5291,292,292,292.0,292,292.0,63,2014-06-27,12:00:00,2000-01-01 01:28:11.0,false,1,,292,292,292
5292,5292,293,293,293.0,293,293.0,64,2014-06-28,13:00:00,2000-01-01 01:28:12.0,true,0,-27476,,293,293
5293,5293,294,294,294.0,294,294.0,65,2014-06-29,14:00:00,2000-01-01 01:28:13.0,false,1,-27475,294,,294
5294,5294,295,295,295.0,295,295.0,66,2014-06-30,15:00:00,2000-01-01 01:28:14.0,true,0,-27474,295,295,
5295,5295,296,296,296.0,296,296.0,67,2014-07-01,16:00:00,2000-01-01 01:28:15.0,false,1,-27473,296,296,296
5296,5296,,297,297.0,297,297.0,68,2014-07-02,17:00:00,2000-01-01 01:28:16.0,true,0,-27472,297,297,297
5297,5297,298,,298.0,298,298.0,69,2014-07-03,18:00:00,2000-01-01 01:28:17.0,false,1,-27471,298,298,298
5298,5298,299,299,,299,299.0,70,2014-07-04,19:00:00,2000-01-01 01:28:18.0,true,0,-27470,299,299,299
5299,5299,300,300,300.0,,300.0,71,2014-07-05,20:00:00,2000-01-01 01:28:19.0,false,1,-27469,300,300,300
5300,5300,301,301,301.0,301,,72,2014-07-06,21:00:00,2000-01-01 01:28:20.0,true,0,-27468,301,301,301
5301,5301,302,302,302.0,302,302.0,,2014-07-07,22:00:00,2000-01-01 01:28:21.0,false,1,-27467,302,302,302
5302,5302,303,303,303.0,303,303.0,74,,23:00:00,2000-01-01 01:28:22.0,true,0,-27466,303,303,303
5303,5303,304,304,304.0,304,304.0,75,2014-07-09,,2000-01-01 01:28:23.0,false,1,-27465,304,304,304
5304,5304,305,305,305.0,305,305.0,76,2014-07-10,01:00:00,,true,0,-27464,305,305,305
5305,5305,306,306,306.0,306,306.0,77,2014-07-11,02:00:00,2000-01-01 01:28:25.0,false,1,-27463,306,306,306
5306,5306,307,307,307.0,307,307.0,78,2014-07-12,03:00:00,2000-01-01 01:28:26.0,true,,-27462,307,307,307
5307,5307,308,308,308.0,308,308.0,79,2014-07-13,04:00:00,2000-01-01 01:28:27.0,false,1,,308,308,308
5308,5308,309,309,309.0,309,309.0,80,2014-07-14,05:00:00,2000-01-01 01:28:28.0,true,0,-27460,,309,309
5309,5309,310,310,310.0,310,310.0,81,2014-07-15,06:00:00,2000-01-01 01:28:29.0,false,1,-27459,310,,310
5310,5310,311,311,311.0,311,311.0,82,2014-07-16,07:00:00,2000-01-01 01:28:30.0,true,0,-27458,311,311,
5311,5311,312,312,312.0,312,312.0,83,2014-07-17,08:00:00,2000-01-01 01:28:31.0,false,1,-27457,312,312,312
5312,5312,,313,313.0,313,313.0,84,2014-07-18,09:00:00,2000-01-01 01:28:32.0,true,0,-27456,313,313,313
5313,5313,314,,314.0,314,314.0,85,2014-07-19,10:00:00,2000-01-01 01:28:33.0,false,1,-27455,314,314,314
5314,5314,315,315,,315,315.0,86,2014-07-20,11:00:00,2000-01-01 01:28:34.0,true,0,-27454,315,315,315
5315,5315,316,316,316.0,,316.0,87,2014-07-21,12:00:00,2000-01-01 01:28:35.0,false,1,-27453,316,316,316
5316,5316,317,317,317.0,317,,88,2014-07-22,13:00:00,2000-01-01 01:28:36.0,true,0,-27452,317,317,317
5317,5317,318,318,318.0,318,318.0,,2014-07-23,14:00:00,2000-01-01 01:28:37.0,false,1,-27451,318,318,318
5318,5318,319,319,319.0,319,319.0,90,,15:00:00,2000-01-01 01:28:38.0,true,0,-27450,319,319,319
5319,5319,320,320,320.0,320,320.0,91,2014-07-25,,2000-01-01 01:28:39.0,false,1,-27449,320,320,320
5320,5320,321,321,321.0,321,321.0,92,2014-07-26,17:00:00,,true,0,-27448,321,321,321
5321,5321,322,322,322.0,322,322.0,93,2014-07-27,18:00:00,2000-01-01 01:28:41.0,false,1,-27447,322,322,322
5322,5322,323,323,323.0,323,323.0,94,2014-07-28,19:00:00,2000-01-01 01:28:42.0,true,,-27446,323,323,323
5323,5323,324,324,324.0,324,324.0,95,2014-07-29,20:00:00,2000-01-01 01:28:43.0,false,1,,324,324,324
5324,5324,325,325,325.0,325,325.0,96,2014-07-30,21:00:00,2000-01-01 01:28:44.0,true,0,-27444,,325,325
5325,5325,326,326,326.0,326,326.0,97,2014-07-31,22:00:00,2000-01-01 01:28:45.0,false,1,-27443,326,,326
5326,5326,327,327,327.0,327,327.0,98,2014-08-01,23:00:00,2000-01-01 01:28:46.0,true,0,-27442,327,327,
5327,5327,328,328,328.0,328,328.0,99,2014-08-02,00:00:00,2000-01-01 01:28:47.0,false,1,-27441,328,328,328
5328,5328,,329,329.0,329,329.0,100,2014-08-03,01:00:00,2000-01-01 01:28:48.0,true,0,-27440,329,329,329
5329,5329,330,,330.0,330,330.0,101,2014-08-04,02:00:00,2000-01-01 01:28:49.0,false,1,-27439,330,330,330
5330,5330,331,331,,331,331.0,102,2014-08-05,03:00:00,2000-01-01 01:28:50.0,true,0,-27438,331,331,331
5331,5331,332,332,332.0,,332.0,103,2014-08-06,04:00:00,2000-01-01 01:28:51.0,false,1,-27437,332,332,332
5332,5332,333,333,333.0,333,,104,2014-08-07,05:00:00,2000-01-01 01:28:52.0,true,0,-27436,333,333,333
5333,5333,334,334,334.0,334,334.0,,2014-08-08,06:00:00,2000-01-01 01:28:53.0,false,1,-27435,334,334,334
5334,5334,335,335,335.0,335,335.0,106,,07:00:00,2000-01-01 01:28:54.0,true,0,-27434,335,335,335
5335,5335,336,336,336.0,336,336.0,107,2014-08-10,,2000-01-01 01:28:55.0,false,1,-27433,336,336,336
5336,5336,337,337,337.0,337,337.0,108,2014-08-11,09:00:00,,true,0,-27432,337,337,337
5337,5337,338,338,338.0,338,338.0,109,2014-08-12,10:00:00,2000-01-01 01:28:57.0,false,1,-27431,338,338,338
5338,5338,339,339,339.0,339,339.0,110,2014-08-13,11:00:00,2000-01-01 01:28:58.0,true,,-27430,339,339,339
5339,5339,340,340,340.0,340,340.0,111,2014-08-14,12:00:00,2000-01-01 01:28:59.0,false,1,,340,340,340
5340,5340,341,341,341.0,341,341.0,112,2014-08-15,13:00:00,2000-01-01 01:29:00.0,true,0,-27428,,341,341
5341,5341,342,342,342.0,342,342.0,113,2014-08-16,14:00:00,2000-01-01 01:29:01.0,false,1,-27427,342,,342
5342,5342,343,343,343.0,343,343.0,114,2014-08-17,15:00:00,2000-01-01 01:29:02.0,true,0,-27426,343,343,
5343,5343,344,344,344.0,344,344.0,115,2014-08-18,16:00:00,2000-01-01 01:29:03.0,false,1,-27425,344,344,344
5344,5344,,345,345.0,345,345.0,116,2014-08-19,17:00:00,2000-01-01 01:29:04.0,true,0,-27424,345,345,345
5345,5345,346,,346.0,346,346.0,117,2014-08-20,18:00:00,2000-01-01 01:29:05.0,false,1,-27423,346,346,346
5346,5346,347,347,,347,347.0,118,2014-08-21,19:00:00,2000-01-01 01:29:06.0,true,0,-27422,347,347,347
5347,5347,348,348,348.0,,348.0,119,2014-08-22,20:00:00,2000-01-01 01:29:07.0,false,1,-27421,348,348,348
5348,5348,349,349,349.0,349,,120,2014-08-23,21:00:00,2000-01-01 01:29:08.0,true,0,-27420,349,349,349
5349,5349,350,350,350.0,350,350.0,,2014-08-24,22:00:00,2000-01-01 01:29:09.0,false,1,-27419,350,350,350
5350,5350,351,351,351.0,351,351.0,122,,23:00:00,2000-01-01 01:29:10.0,true,0,-27418,351,351,351
5351,5351,352,352,352.0,352,352.0,123,2014-08-26,,2000-01-01 01:29:11.0,false,1,-27417,352,352,352
5352,5352,353,353,353.0,353,353.0,124,2014-08-27,01:00:00,,true,0,-27416,353,353,353
5353,5353,354,354,354.0,354,354.0,125,2014-08-28,02:00:00,2000-01-01 01:29:13.0,false,1,-27415,354,354,354
5354,5354,355,355,355.0,355,355.0,126,2014-08-29,03:00:00,2000-01-01 01:29:14.0,true,,-27414,355,355,355
5355,5355,356,356,356.0,356,356.0,127,2014-08-30,04:00:00,2000-01-01 01:29:15.0,false,1,,356,356,356
5356,5356,357,357,357.0,357,357.0,126,2014-08-31,05:00:00,2000-01-01 01:29:16.0,true,0,-27412,,357,357
5357,5357,358,358,358.0,358,358.0,125,2014-09-01,06:00:00,2000-01-01 01:29:17.0,false,1,-27411,358,,358
5358,5358,359,359,359.0,359,359.0,124,2014-09-02,07:00:00,2000-01-01 01:29:18.0,true,0,-27410,359,359,
5359,5359,360,360,360.0,360,360.0,123,2014-09-03,08:00:00,2000-01-01 01:29:19.0,false,1,-27409,360,360,360
5360,5360,,361,361.0,361,361.0,122,2014-09-04,09:00:00,2000-01-01 01:29:20.0,true,0,-27408,361,361,361
5361,5361,362,,362.0,362,362.0,121,2014-09-05,10:00:00,2000-01-01 01:29:21.0,false,1,-27407,362,362,362
5362,5362,363,363,,363,363.0,120,2014-09-06,11:00:00,2000-01-01 01:29:22.0,true,0,-27406,363,363,363
5363,5363,364,364,364.0,,364.0,119,2014-09-07,12:00:00,2000-01-01 01:29:23.0,false,1,-27405,364,364,364
5364,5364,365,365,365.0,365,,118,2014-09-08,13:00:00,2000-01-01 01:29:24.0,true,0,-27404,365,365,365
5365,5365,366,366,366.0,366,366.0,,2014-09-09,14:00:00,2000-01-01 01:29:25.0,false,1,-27403,366,366,366
5366,5366,367,367,367.0,367,367.0,116,,15:00:00,2000-01-01 01:29:26.0,true,0,-27402,367,367,367
5367,5367,368,368,368.0,368,368.0,115,2014-09-11,,2000-01-01 01:29:27.0,false,1,-27401,368,368,368
5368,5368,369,369,369.0,369,369.0,114,2014-09-12,17:00:00,,true,0,-27400,369,369,369
5369,5369,370,370,370.0,370,370.0,113,2014-09-13,18:00:00,2000-01-01 01:29:29.0,false,1,-27399,370,370,370
5370,5370,371,371,371.0,371,371.0,112,2014-09-14,19:00:00,2000-01-01 01:29:30.0,true,,-27398,371,371,371
5371,5371,372,372,372.0,372,372.0,111,2014-09-15,20:00:00,2000-01-01 01:29:31.0,false,1,,372,372,372
5372,5372,373,373,373.0,373,373.0,110,2014-09-16,21:00:00,2000-01-01 01:29:32.0,true,0,-27396,,373,373
5373,5373,374,374,374.0,374,374.0,109,2014-09-17,22:00:00,2000-01-01 01:29:33.0,false,1,-27395,374,,374
5374,5374,375,375,375.0,375,375.0,108,2014-09-18,23:00:00,2000-01-01 01:29:34.0,true,0,-27394,375,375,
5375,5375,376,376,376.0,376,376.0,107,2014-09-19,00:00:00,2000-01-01 01:29:35.0,false,1,-27393,376,376,376
5376,5376,,377,377.0,377,377.0,106,2014-09-20,01:00:00,2000-01-01 01:29:36.0,true,0,-27392,377,377,377
5377,5377,378,,378.0,378,378.0,105,2014-09-21,02:00:00,2000-01-01 01:29:37.0,false,1,-27391,378,378,378
5378,5378,379,379,,379,379.0,104,2014-09-22,03:00:00,2000-01-01 01:29:38.0,true,0,-27390,379,379,379
5379,5379,380,380,380.0,,380.0,103,2014-09-23,04:00:00,2000-01-01 01:29:39.0,false,1,-27389,380,380,380
5380,5380,381,381,381.0,381,,102,2014-09-24,05:00:00,2000-01-01 01:29:40.0,true,0,-27388,381,381,381
5381,5381,382,382,382.0,382,382.0,,2014-09-25,06:00:00,2000-01-01 01:29:41.0,false,1,-27387,382,382,382
5382,5382,383,383,383.0,383,383.0,100,,07:00:00,2000-01-01 01:29:42.0,true,0,-27386,383,383,383
5383,5383,384,384,384.0,384,384.0,99,2014-09-27,,2000-01-01 01:29:43.0,false,1,-27385,384,384,384
5384,5384,385,385,385.0,385,385.0,98,2014-09-28,09:00:00,,true,0,-27384,385,385,385
5385,5385,386,386,386.0,386,386.0,97,2014-09-29,10:00:00,2000-01-01 01:29:45.0,false,1,-27383,386,386,386
5386,5386,387,387,387.0,387,387.0,96,2014-09-30,11:00:00,2000-01-01 01:29:46.0,true,,-27382,387,387,387
5387,5387,388,388,388.0,388,388.0,95,2014-10-01,12:00:00,2000-01-01 01:29:47.0,false,1,,388,388,388
5388,5388,389,389,389.0,389,389.0,94,2014-10-02,13:00:00,2000-01-01 01:29:48.0,true,0,-27380,,389,389
5389,5389,390,390,390.0,390,390.0,93,2014-10-03,14:00:00,2000-01-01 01:29:49.0,false,1,-27379,390,,390
5390,5390,391,391,391.0,391,391.0,92,2014-10-04,15:00:00,2000-01-01 01:29:50.0,true,0,-27378,391,391,
5391,5391,392,392,392.0,392,392.0,91,2014-10-05,16:00:00,2000-01-01 01:29:51.0,false,1,-27377,392,392,392
5392,5392,,393,393.0,393,393.0,90,2014-10-06,17:00:00,2000-01-01 01:29:52.0,true,0,-27376,393,393,393
5393,5393,394,,394.0,394,394.0,89,2014-10-07,18:00:00,2000-01-01 01:29:53.0,false,1,-27375,394,394,394
5394,5394,395,395,,395,395.0,88,2014-10-08,19:00:00,2000-01-01 01:29:54.0,true,0,-27374,395,395,395
5395,5395,396,396,396.0,,396.0,87,2014-10-09,20:00:00,2000-01-01 01:29:55.0,false,1,-27373,396,396,396
5396,5396,397,397,397.0,397,,86,2014-10-10,21:00:00,2000-01-01 01:29:56.0,true,0,-27372,397,397,397
5397,5397,398,398,398.0,398,398.0,,2014-10-11,22:00:00,2000-01-01 01:29:57.0,false,1,-27371,398,398,398
5398,5398,399,399,399.0,399,399.0,84,,23:00:00,2000-01-01 01:29:58.0,true,0,-27370,399,399,399
5399,5399,400,400,400.0,400,400.0,83,2014-10-13,,2000-01-01 01:29:59.0,false,1,-27369,400,400,400
5400,5400,401,401,401.0,401,401.0,82,2014-10-14,01:00:00,,true,0,-27368,401,401,401
5401,5401,402,402,402.0,402,402.0,81,2014-10-15,02:00:00,2000-01-01 01:30:01.0,false,1,-27367,402,402,402
5402,5402,403,403,403.0,403,403.0,80,2014-10-16,03:00:00,2000-01-01 01:30:02.0,true,,-27366,403,403,403
5403,5403,404,404,404.0,404,404.0,79,2014-10-17,04:00:00,2000-01-01 01:30:03.0,false,1,,404,404,404
5404,5404,405,405,405.0,405,405.0,78,2014-10-18,05:00:00,2000-01-01 01:30:04.0,true,0,-27364,,405,405
5405,5405,406,406,406.0,406,406.0,77,2014-10-19,06:00:00,2000-01-01 01:30:05.0,false,1,-27363,406,,406
5406,5406,407,407,407.0,407,407.0,76,2014-10-20,07:00:00,2000-01-01 01:30:06.0,true,0,-27362,407,407,
5407,5407,408,408,408.0,408,408.0,75,2014-10-21,08:00:00,2000-01-01 01:30:07.0,false,1,-27361,408,408,408
5408,5408,,409,409.0,409,409.0,74,2014-10-22,09:00:00,2000-01-01 01:30:08.0,true,0,-27360,409,409,409
5409,5409,410,,410.0,410,410.0,73,2014-10-23,10:00:00,2000-01-01 01:30:09.0,false,1,-27359,410,410,410
5410,5410,411,411,,411,411.0,72,2014-10-24,11:00:00,2000-01-01 01:30:10.0,true,0,-27358,411,411,411
5411,5411,412,412,412.0,,412.0,71,2014-10-25,12:00:00,2000-01-01 01:30:11.0,false,1,-27357,412,412,412
5412,5412,413,413,413.0,413,,70,2014-10-26,13:00:00,2000-01-01 01:30:12.0,true,0,-27356,413,413,413
5413,5413,414,414,414.0,414,414.0,,2014-10-27,14:00:00,2000-01-01 01:30:13.0,false,1,-27355,414,414,414
5414,5414,415,415,415.0,415,415.0,68,,15:00:00,2000-01-01 01:30:14.0,true,0,-27354,415,415,415
5415,5415,416,416,416.0,416,416.0,67,2014-10-29,,2000-01-01 01:30:15.0,false,1,-27353,416,416,416
5416,5416,417,417,417.0,417,417.0,66,2014-10-30,17:00:00,,true,0,-27352,417,417,417
5417,5417,418,418,418.0,418,418.0,65,2014-10-31,18:00:00,2000-01-01 01:30:17.0,false,1,-27351,418,418,418
5418,5418,419,419,419.0,419,419.0,64,2014-11-01,19:00:00,2000-01-01 01:30:18.0,true,,-27350,419,419,419
5419,5419,420,420,420.0,420,420.0,63,2014-11-02,20:00:00,2000-01-01 01:30:19.0,false,1,,420,420,420
5420,5420,421,421,421.0,421,421.0,62,2014-11-03,21:00:00,2000-01-01 01:30:20.0,true,0,-27348,,421,421
5421,5421,422,422,422.0,422,422.0,61,2014-11-04,22:00:00,2000-01-01 01:30:21.0,false,1,-27347,422,,422
5422,5422,423,423,423.0,423,423.0,60,2014-11-05,23:00:00,2000-01-01 01:30:22.0,true,0,-27346,423,423,
5423,5423,424,424,424.0,424,424.0,59,2014-11-06,00:00:00,2000-01-01 01:30:23.0,false,1,-27345,424,424,424
5424,5424,,425,425.0,425,425.0,58,2014-11-07,01:00:00,2000-01-01 01:30:24.0,true,0,-27344,425,425,425
5425,5425,426,,426.0,426,426.0,57,2014-11-08,02:00:00,2000-01-01 01:30:25.0,false,1,-27343,426,426,426
5426,5426,427,427,,427,427.0,56,2014-11-09,03:00:00,2000-01-01 01:30:26.0,true,0,-27342,427,427,427
5427,5427,428,428,428.0,,428.0,55,2014-11-10,04:00:00,2000-01-01 01:30:27.0,false,1,-27341,428,428,428
5428,5428,429,429,429.0,429,,54,2014-11-11,05:00:00,2000-01-01 01:30:28.0,true,0,-27340,429,429,429
5429,5429,430,430,430.0,430,430.0,,2014-11-12,06:00:00,2000-01-01 01:30:29.0,false,1,-27339,430,430,430
5430,5430,431,431,431.0,431,431.0,52,,07:00:00,2000-01-01 01:30:30.0,true,0,-27338,431,431,431
5431,5431,432,432,432.0,432,432.0,51,2014-11-14,,2000-01-01 01:30:31.0,false,1,-27337,432,432,432
5432,5432,433,433,433.0,433,433.0,50,2014-11-15,09:00:00,,true,0,-27336,433,433,433
5433,5433,434,434,434.0,434,434.0,49,2014-11-16,10:00:00,2000-01-01 01:30:33.0,false,1,-27335,434,434,434
5434,5434,435,435,435.0,435,435.0,48,2014-11-17,11:00:00,2000-01-01 01:30:34.0,true,,-27334,435,435,435
5435,5435,436,436,436.0,436,436.0,47,2014-11-18,12:00:00,2000-01-01 01:30:35.0,false,1,,436,436,436
5436,5436,437,437,437.0,437,437.0,46,2014-11-19,13:00:00,2000-01-01 01:30:36.0,true,0,-27332,,437,437
5437,5437,438,438,438.0,438,438.0,45,2014-11-20,14:00:00,2000-01-01 01:30:37.0,false,1,-27331,438,,438
5438,5438,439,439,439.0,439,439.0,44,2014-11-21,15:00:00,2000-01-01 01:30:38.0,true,0,-27330,439,439,
5439,5439,440,440,440.0,440,440.0,43,2014-11-22,16:00:00,2000-01-01 01:30:39.0,false,1,-27329,440,440,440
5440,5440,,441,441.0,441,441.0,42,2014-11-23,17:00:00,2000-01-01 01:30:40.0,true,0,-27328,441,441,441
5441,5441,442,,442.0,442,442.0,41,2014-11-24,18:00:00,2000-01-01 01:30:41.0,false,1,-27327,442,442,442
5442,5442,443,443,,443,443.0,40,2014-11-25,19:00:00,2000-01-01 01:30:42.0,true,0,-27326,443,443,443
5443,5443,444,444,444.0,,444.0,39,2014-11-26,20:00:00,2000-01-01 01:30:43.0,false,1,-27325,444,444,444
5444,5444,445,445,445.0,445,,38,2014-11-27,21:00:00,2000-01-01 01:30:44.0,true,0,-27324,445,445,445
5445,5445,446,446,446.0,446,446.0,,2014-11-28,22:00:00,2000-01-01 01:30:45.0,false,1,-27323,446,446,446
5446,5446,447,447,447.0,447,447.0,36,,23:00:00,2000-01-01 01:30:46.0,true,0,-27322,447,447,447
5447,5447,448,448,448.0,448,448.0,35,2014-11-30,,2000-01-01 01:30:47.0,false,1,-27321,448,448,448
5448,5448,449,449,449.0,449,449.0,34,2014-12-01,01:00:00,,true,0,-27320,449,449,449
5449,5449,450,450,450.0,450,450.0,33,2014-12-02,02:00:00,2000-01-01 01:30:49.0,false,1,-27319,450,450,450
5450,5450,451,451,451.0,451,451.0,32,2014-12-03,03:00:00,2000-01-01 01:30:50.0,true,,-27318,451,451,451
5451,5451,452,452,452.0,452,452.0,31,2014-12-04,04:00:00,2000-01-01 01:30:51.0,false,1,,452,452,452
5452,5452,453,453,453.0,453,453.0,30,2014-12-05,05:00:00,2000-01-01 01:30:52.0,true,0,-27316,,453,453
5453,5453,454,454,454.0,454,454.0,29,2014-12-06,06:00:00,2000-01-01 01:30:53.0,false,1,-27315,454,,454
5454,5454,455,455,455.0,455,455.0,28,2014-12-07,07:00:00,2000-01-01 01:30:54.0,true,0,-27314,455,455,
5455,5455,456,456,456.0,456,456.0,27,2014-12-08,08:00:00,2000-01-01 01:30:55.0,false,1,-27313,456,456,456
5456,5456,,457,457.0,457,457.0,26,2014-12-09,09:00:00,2000-01-01 01:30:56.0,true,0,-27312,457,457,457
5457,5457,458,,458.0,458,458.0,25,2014-12-10,10:00:00,2000-01-01 01:30:57.0,false,1,-27311,458,458,458
5458,5458,459,459,,459,459.0,24,2014-12-11,11:00:00,2000-01-01 01:30:58.0,true,0,-27310,459,459,459
5459,5459,460,460,460.0,,460.0,23,2014-12-12,12:00:00,2000-01-01 01:30:59.0,false,1,-27309,460,460,460
5460,5460,461,461,461.0,461,,22,2014-12-13,13:00:00,2000-01-01 01:31:00.0,true,0,-27308,461,461,461
5461,5461,462,462,462.0,462,462.0,,2014-12-14,14:00:00,2000-01-01 01:31:01.0,false,1,-27307,462,462,462
5462,5462,463,463,463.0,463,463.0,20,,15:00:00,2000-01-01 01:31:02.0,true,0,-27306,463,463,463
5463,5463,464,464,464.0,464,464.0,19,2014-12-16,,2000-01-01 01:31:03.0,false,1,-27305,464,464,464
5464,5464,465,465,465.0,465,465.0,18,2014-12-17,17:00:00,,true,0,-27304,465,465,465
5465,5465,466,466,466.0,466,466.0,17,2014-12-18,18:00:00,2000-01-01 01:31:05.0,false,1,-27303,466,466,466
5466,5466,467,467,467.0,467,467.0,16,2014-12-19,19:00:00,2000-01-01 01:31:06.0,true,,-27302,467,467,467
5467,5467,468,468,468.0,468,468.0,15,2014-12-20,20:00:00,2000-01-01 01:31:07.0,false,1,,468,468,468
5468,5468,469,469,469.0,469,469.0,14,2014-12-21,21:00:00,2000-01-01 01:31:08.0,true,0,-27300,,469,469
5469,5469,470,470,470.0,470,470.0,13,2014-12-22,22:00:00,2000-01-01 01:31:09.0,false,1,-27299,470,,470
5470,5470,471,471,471.0,471,471.0,12,2014-12-23,23:00:00,2000-01-01 01:31:10.0,true,0,-27298,471,471,
5471,5471,472,472,472.0,472,472.0,11,2014-12-24,00:00:00,2000-01-01 01:31:11.0,false,1,-27297,472,472,472
5472,5472,,473,473.0,473,473.0,10,2014-12-25,01:00:00,2000-01-01 01:31:12.0,true,0,-27296,473,473,473
5473,5473,474,,474.0,474,474.0,9,2014-12-26,02:00:00,2000-01-01 01:31:13.0,false,1,-27295,474,474,474
5474,5474,475,475,,475,475.0,8,2014-12-27,03:00:00,2000-01-01 01:31:14.0,true,0,-27294,475,475,475
5475,5475,476,476,476.0,,476.0,7,2014-12-28,04:00:00,2000-01-01 01:31:15.0,false,1,-27293,476,476,476
5476,5476,477,477,477.0,477,,6,2014-12-29,05:00:00,2000-01-01 01:31:16.0,true,0,-27292,477,477,477
5477,5477,478,478,478.0,478,478.0,,2014-12-30,06:00:00,2000-01-01 01:31:17.0,false,1,-27291,478,478,478
5478,5478,479,479,479.0,479,479.0,4,,07:00:00,2000-01-01 01:31:18.0,true,0,-27290,479,479,479
5479,5479,480,480,480.0,480,480.0,3,2015-01-01,,2000-01-01 01:31:19.0,false,1,-27289,480,480,480
5480,5480,481,481,481.0,481,481.0,2,2015-01-02,09:00:00,,true,0,-27288,481,481,481
5481,5481,482,482,482.0,482,482.0,1,2015-01-03,10:00:00,2000-01-01 01:31:21.0,false,1,-27287,482,482,482
5482,5482,483,483,483.0,483,483.0,0,2015-01-04,11:00:00,2000-01-01 01:31:22.0,true,,-27286,483,483,483
5483,5483,484,484,484.0,484,484.0,-1,2015-01-05,12:00:00,2000-01-01 01:31:23.0,false,1,,484,484,484
5484,5484,485,485,485.0,485,485.0,-2,2015-01-06,13:00:00,2000-01-01 01:31:24.0,true,0,-27284,,485,485
5485,5485,486,486,486.0,486,486.0,-3,2015-01-07,14:00:00,2000-01-01 01:31:25.0,false,1,-27283,486,,486
5486,5486,487,487,487.0,487,487.0,-4,2015-01-08,15:00:00,2000-01-01 01:31:26.0,true,0,-27282,487,487,
5487,5487,488,488,488.0,488,488.0,-5,2015-01-09,16:00:00,2000-01-01 01:31:27.0,false,1,-27281,488,488,488
5488,5488,,489,489.0,489,489.0,-6,2015-01-10,17:00:00,2000-01-01 01:31:28.0,true,0,-27280,489,489,489
5489,5489,490,,490.0,490,490.0,-7,2015-01-11,18:00:00,2000-01-01 01:31:29.0,false,1,-27279,490,490,490
5490,5490,491,491,,491,491.0,-8,2015-01-12,19:00:00,2000-01-01 01:31:30.0,true,0,-27278,491,491,491
5491,5491,492,492,492.0,,492.0,-9,2015-01-13,20:00:00,2000-01-01 01:31:31.0,false,1,-27277,492,492,492
5492,5492,493,493,493.0,493,,-10,2015-01-14,21:00:00,2000-01-01 01:31:32.0,true,0,-27276,493,493,493
5493,5493,494,494,494.0,494,494.0,,2015-01-15,22:00:00,2000-01-01 01:31:33.0,false,1,-27275,494,494,494
5494,5494,495,495,495.0,495,495.0,-12,,23:00:00,2000-01-01 01:31:34.0,true,0,-27274,495,495,495
5495,5495,496,496,496.0,496,496.0,-13,2015-01-17,,2000-01-01 01:31:35.0,false,1,-27273,496,496,496
5496,5496,497,497,497.0,497,497.0,-14,2015-01-18,01:00:00,,true,0,-27272,497,497,497
5497,5497,498,498,498.0,498,498.0,-15,2015-01-19,02:00:00,2000-01-01 01:31:37.0,false,1,-27271,498,498,498
5498,5498,499,499,499.0,499,499.0,-16,2015-01-20,03:00:00,2000-01-01 01:31:38.0,true,,-27270,499,499,499
5499,5499,500,500,500.0,500,500.0,-17,2015-01-21,04:00:00,2000-01-01 01:31:39.0,false,1,,500,500,500
5500,5500,501,501,501.0,501,501.0,-18,2015-01-22,05:00:00,2000-01-01 01:31:40.0,true,0,-27268,,501,501
5501,5501,502,502,502.0,502,502.0,-19,2015-01-23,06:00:00,2000-01-01 01:31:41.0,false,1,-27267,502,,502
5502,5502,503,503,503.0,503,503.0,-20,2015-01-24,07:00:00,2000-01-01 01:31:42.0,true,0,-27266,503,503,
5503,5503,504,504,504.0,504,504.0,-21,2015-01-25,08:00:00,2000-01-01 01:31:43.0,false,1,-27265,504,504,504
5504,5504,,505,505.0,505,505.0,-22,2015-01-26,09:00:00,2000-01-01 01:31:44.0,true,0,-27264,505,505,505
